Name,Label
Matthäus Cosmerovius,publisher
Gabriele Giolito de' Ferrari,publisher
Lodovico Grignani,publisher
Bernardo Giunti,publisher
Giuseppe Longhi,publisher
Giovanni Francesco Chracas,publisher
Marino Rossetti,publisher
Francesco Gonzaga,publisher
Cosimo Giunta,publisher
Erasmo Viotti,publisher
Susanna Christina Cosmerovius,publisher
Girolamo Discepolo,publisher
Cristoforo Zane,publisher
Marco Ginammi,publisher
Giovanni Battista Bernabò,publisher
Giuseppe Comino,publisher
Matthäus Cosmerovius,publisher
Johann Christoph Cosmerovius,publisher
Matthäus Cosmerovius,publisher
Galeazzo Rosati,publisher
Marino Rossetti,publisher
Antonio De Rossi,publisher
Giuseppe Richino Malatesta,publisher
Giovanni Battista Granata,publisher
Giovanni Battista Granata,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Matthäus Cosmerovius,publisher
Marco Antonio Pandolfo Malatesta,publisher
Marino Rossetti,publisher
Gabriele Giolito de' Ferrari,publisher
Marco Ginammi,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Susanna Christina Cosmerovius,publisher
Susanna Christina Cosmerovius,publisher
Francesco Marescandoli,publisher
Giovanni Berno,publisher
Marino Rossetti,publisher
Costantino Pisarri,publisher
Giovanni Battista Bernabò,publisher
Costantino Pisarri,publisher
Johann Christoph Cosmerovius,publisher
Giovanni Francesco Valvasense,publisher
Johann Peter van Ghelen,publisher
Francesco Valvasense,publisher
Giovanni Giacomo Carlino,publisher
Antonio Bosio,publisher
Francesco Valvanese,publisher
Michele Coltellini,publisher
Rocco Bernabò,publisher
Marino Rossetti,publisher
Antonio Pisarri,publisher
Giuseppe Longhi,publisher
Giovanni Battista Zuccato,publisher
Mascardi,publisher
Susanna Christina Cosmerovius,publisher
Comino Ventura,publisher
Giovanni Battista Maringo,publisher
Francesco Grossi,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Francesco Moneta,publisher
Susanna Christina Cosmerovius,publisher
Ignazio Lazzari,publisher
Andrea Poletti,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Francesco Valvanese,publisher
Marino Rossetti,publisher
Penada,publisher
Lorenzo Ciani,publisher
Francesco  Pomatelli,publisher
Mascardi,publisher
Johann Christoph Cosmerovius,publisher
Zanobi di Francesco Pignoni,publisher
Marino Rossetti,publisher
Marco Ginammi,publisher
Giuseppe Richino Malatesta,publisher
Gabriele Giolito de' Ferrari,publisher
Marino Rossetti,publisher
Domenico Lovisa,publisher
Marino Rossetti,publisher
Bernardo Giunti,publisher
Giovanni Battista Somasco,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Stefano Alessi,publisher
Pietro Salvioni,publisher
Ottavio Beltrano,publisher
Giovanni Domenico Roncagliolo,publisher
Susanna Christina Cosmerovius,publisher
Antonio Pisarri,publisher
Girolamo Discepolo,publisher
Bonaventura Torrentino,publisher
Giunti,publisher
Giunti,publisher
Girolamo Albrizzi,publisher
Johann Peter van Ghelen,publisher
Agostino Discepolo,publisher
Giovanni Marco Salvioni,publisher
Antonio Bortoli,publisher
Francesco Rampazetto,publisher
Susanna Christina Cosmerovius,publisher
Michele Wagner,publisher
Marino Rossetti,publisher
Michele Ercole,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Giuseppe Longhi,publisher
Mariano Diotallevi,publisher
Marino Rossetti,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Nicolò d'Aristotele,publisher
Bartolomeo Sermartelli,publisher
Giovanni Battista Zuccato,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Antonio Bortoli,publisher
Giovanni Francesco Buagni,publisher
Penada,publisher
Niccolò Pezzana,publisher
Pietro Discepolo,publisher
Erasmo Viotti,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Lazzaro Scoriggio,publisher
Giovanni Pietro Pinelli,publisher
Giovanni Battista Conzatti,publisher
Giovanni Francesco Chracas,publisher
Giovanni Antonio Remondini,publisher
Francesco Rampazetto,publisher
Johann Christoph Cosmerovius,publisher
Costantino Pisarri,publisher
Marino Rossetti,publisher
Francesco Valvanese,publisher
Pietro Discepolo,publisher
Pietro Giovanni Calenzano,publisher
Simone Occhi,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Modesto Fenzo,publisher
Cristoforo Zane,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Pasquali,publisher
Andrea Fei,publisher
Niccolò Pezzana,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Domenico Lovisa,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Achille Barbiroli,publisher
Simone Occhi,publisher
Andrea Fei,publisher
Giovanni Manfrè,publisher
Lelio Dalla Volpe,publisher
Domenico Lovisa,publisher
Giuseppe Bettinelli,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Francesco Valvasense,publisher
Nicolò d'Aristotele,publisher
Francesco Valvasense,publisher
Giuseppe Longhi,publisher
Francesco Moucke,publisher
Giovanni Marco Salvioni,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Gaetano Albizzini,publisher
Lelio Dalla Volpe,publisher
Giovanni Domenico Roncagliolo,publisher
Giovanni Battista Pasquali,publisher
Girolamo Albrizzi,publisher
Giuseppe Bettinelli,publisher
Giovanni Francesco Buagni,publisher
Domenico Lovisa,publisher
Giovanni Maria Rizzardi,publisher
Bernardo Paperini,publisher
Giovanni Battista Ciotti,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Giovanni Manfrè,publisher
Giuseppe Comino,publisher
Lelio Dalla Volpe,publisher
Giuseppe Longhi,publisher
Giuseppe dall'Oglio,publisher
Giacomo Monti,publisher
Giovanni Battista Pasquali,publisher
Francesco Valvasense,publisher
Giuseppe Longhi,publisher
Giuseppe Bettinelli,publisher
Antonio Pisarri,publisher
Giuseppe Bettinelli,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Conzatti,publisher
Domenico Lovisa,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Johann Friedrich Gleditsch,publisher
Johann Friedrich Gleditsch,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Antonio Pisarri,publisher
Giovanni Battista Pasquali,publisher
Cristoforo Zane,publisher
Domenico Lovisa,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Francesco Valvasense,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Modesto Fenzo,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Francesco Marescandoli,publisher
Modesto Fenzo,publisher
Bernardo Paperini,publisher
Giuseppe Bettinelli,publisher
Johann Friedrich Gleditsch,publisher
Giuseppe Longhi,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Pasquali,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Simone Occhi,publisher
Simone Occhi,publisher
Giovanni Manfrè,publisher
Giuseppe Bettinelli,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Pietro Bassaglia,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Modesto Fenzo,publisher
Modesto Fenzo,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Francesco Valvasense,publisher
Francesco Valvasense,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Pietro Bassaglia,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Giovan Battista Turlino,publisher
Antonio Pisarri,publisher
Simone Occhi,publisher
Giovanni Francesco Chracas,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Pietro Bassaglia,publisher
Antonio Bortoli,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Pasquali,publisher
Antonio Pisarri,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Pietro Discepolo,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Francesco Valvasense,publisher
Giovanni Manfrè,publisher
Giovanni Francesco Buagni,publisher
Francesco Valvasense,publisher
Antonio Bortoli,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Pasquali,publisher
Giovanni Manfrè,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Lelio Dalla Volpe,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giacomo Monti,publisher
Modesto Fenzo,publisher
Giovanni Francesco Buagni,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Francesco Valvasense,publisher
Antonio Bortoli,publisher
Giovanni Battista Pasquali,publisher
Francesco Valvasense,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Francesco Valvasense,publisher
Giuseppe Bettinelli,publisher
Pietro Bassaglia,publisher
Antonio Bortoli,publisher
Lelio Dalla Volpe,publisher
Antonio Pisarri,publisher
Modesto Fenzo,publisher
Giovanni Bazachi,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Modesto Fenzo,publisher
Modesto Fenzo,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Pasquali,publisher
Giovanni Gabriele Hertz,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Francesco Moucke,publisher
Francesco Moucke,publisher
Giuseppe Bettinelli,publisher
Johann Friedrich Gleditsch,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Domenico Lovisa,publisher
Giovanni Battista Pasquali,publisher
Francesco Valvasense,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Modesto Fenzo,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Modesto Fenzo,publisher
Giovanni Francesco Buagni,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Antonio Pisarri,publisher
Girolamo Albrizzi,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Conzatti,publisher
Antonio Pisarri,publisher
Lelio Dalla Volpe,publisher
Johann Friedrich Gleditsch,publisher
Giuseppe Longhi,publisher
Johann Friedrich Gleditsch,publisher
Lelio Dalla Volpe,publisher
Antonio Pisarri,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Conzatti,publisher
Giovanni Francesco Buagni,publisher
Johann Friedrich Gleditsch,publisher
Giuseppe Bettinelli,publisher
Giovanni Francesco Buagni,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Giuseppe Longhi,publisher
Modesto Fenzo,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Recurti,publisher
Giovanni Battista Pasquali,publisher
Johann Friedrich Gleditsch,publisher
Johann Friedrich Gleditsch,publisher
Modesto Fenzo,publisher
Giovanni Francesco Buagni,publisher
Giovanni Francesco Buagni,publisher
Giovanni Battista Pasquali,publisher
Francesco Valvasense,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Modesto Fenzo,publisher
Marino Rossetti,publisher
Carlo Zenero,publisher
Johann Friedrich Gleditsch,publisher
Johann Friedrich Gleditsch,publisher
Johann Friedrich Gleditsch,publisher
Giovanni Battista Pasquali,publisher
Giovanni Battista Pasquali,publisher
Murari Gupta,publisher
Giuseppe Bettinelli,publisher
Giuseppe Bettinelli,publisher
Giovanni Battista Pasquali,publisher
Antonio Bortoli,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Recurti,publisher
Francesco Moucke,publisher
Alessandro Bindoni,publisher
Girolamo Righettini,publisher
Lelio Dalla Volpe,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Pasquali,publisher
Lelio Dalla Volpe,publisher
Giuseppe Longhi,publisher
Johann Friedrich Gleditsch,publisher
Felix Carolus Musca,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Giovanni Francesco Buagni,publisher
Giovanni Manfrè,publisher
Domenico Lovisa,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Bettinelli,publisher
Giuseppe Longhi,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Pasquali,publisher
Giovanni Gabriele Hertz,publisher
Francesco Moucke,publisher
Giuseppe Longhi,publisher
Modesto Fenzo,publisher
Giovanni Francesco Buagni,publisher
Giovanni Francesco Buagni,publisher
Antonio Pisarri,publisher
Modesto Fenzo,publisher
Angelo Geremia,publisher
Giovanni Manfrè,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Antonio Pisarri,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Andrea Bonducci,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Antonio Bortoli,publisher
Francesco Moucke,publisher
Giovanni Battista Pasquali,publisher
Giuseppe Longhi,publisher
Giuseppe Bettinelli,publisher
Francesco Moucke,publisher
Domenico Lovisa,publisher
Giovanni Francesco Buagni,publisher
Antonio Pisarri,publisher
Giovanni Antonio Sogliani,publisher
Giovanni Francesco Buagni,publisher
Giuseppe Bettinelli,publisher
Lelio Dalla Volpe,publisher
Giuseppe Bettinelli,publisher
Francesco Moucke,publisher
